Commit	Status
ca1bb41863911446e5f687c523052113c7716d9e	{"rust-by-example":"test-pass","edition-guide":"test-pass","nomicon":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","book":"test-pass","rls":"test-pass","reference":"test-pass","miri":"test-pass","cargo-miri":"test-fail"}
2b4196e97736ffe75433235bf586989cdb4221c4	{"cargo-miri":"test-fail","rustbook":"test-fail","reference":"test-pass","nomicon":"test-pass","book":"test-pass","miri":"test-pass","rls":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass"}
d9aa28767287670df6cf823b94629122e04442c0	{"miri":"test-pass","rls":"test-pass","rustbook":"test-fail","cargo-miri":"test-fail","nomicon":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","embedded-book":"test-pass","reference":"test-pass","book":"test-pass"}
bddb59cf07efcf6e606f16b87f85e3ecd2c1ca69	{"rls":"test-pass","embedded-book":"test-pass","nomicon":"test-pass","cargo-miri":"test-fail","reference":"test-pass","rustbook":"test-fail","edition-guide":"test-pass","rust-by-example":"test-pass","miri":"test-pass","book":"test-pass"}
43cee9486cc9bc8314d05676864be010bcf968c0	{"book":"test-pass","miri":"test-pass","edition-guide":"test-pass","reference":"test-pass","cargo-miri":"test-fail","embedded-book":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","nomicon":"test-pass","rls":"test-pass"}
18840b0719aa766a1bc49ea2eb5dc2e4cde7da3f	{"rustbook":"test-fail","embedded-book":"test-pass","reference":"test-pass","book":"test-pass","nomicon":"test-pass","rls":"test-pass","cargo-miri":"test-fail","rust-by-example":"test-pass","miri":"test-pass","edition-guide":"test-pass"}
f9b95f92c8af07a24a870e5f6117aa5dfcee5f17	{"rustbook":"test-fail","edition-guide":"test-pass","rls":"test-pass","reference":"test-pass","cargo-miri":"test-fail","rust-by-example":"test-pass","book":"test-pass","embedded-book":"test-pass","nomicon":"test-pass","miri":"test-pass"}
1c66d11a34047be1eb6c50703f8ba6689a15e716	{"cargo-miri":"test-fail","miri":"test-pass","rust-by-example":"test-pass","nomicon":"test-pass","book":"test-pass","reference":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","edition-guide":"test-pass","rls":"test-pass"}
7d8e7b14a7ccfeca85f7206c0a7e27a3f144ce9e	{"rust-by-example":"test-pass","miri":"test-pass","rls":"test-pass","cargo-miri":"test-fail","nomicon":"test-pass","book":"test-pass","embedded-book":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","reference":"test-pass"}
d03456db5c8b3ff8dcfc31b45ddb49e66f34ab47	{"miri":"test-pass","rust-by-example":"test-pass","reference":"test-pass","nomicon":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","rls":"test-pass","book":"test-pass","cargo-miri":"test-fail","edition-guide":"test-pass"}
3b4a0dfc139872341a2b55ee9958f6fa8a9f1d64	{"edition-guide":"test-pass","nomicon":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass","cargo-miri":"test-fail","reference":"test-pass","miri":"test-pass","book":"test-pass","rls":"test-pass","embedded-book":"test-pass"}
67b03007cf40f2331892d5b0f65d2917ac3603d5	{"rust-by-example":"test-pass","book":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","miri":"test-pass","rls":"test-pass","reference":"test-pass","cargo-miri":"test-fail"}
4a1f419e641c7ec56a60f1714ced5c343e0a2b38	{"rls":"test-pass","cargo-miri":"test-fail","book":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","miri":"test-pass","embedded-book":"test-pass","reference":"test-pass"}
0443424954f32d94f847322e85c77df50d44f80f	{"miri":"test-pass","cargo-miri":"test-fail","nomicon":"test-pass","book":"test-pass","edition-guide":"test-pass","reference":"test-pass","rls":"build-fail","rust-by-example":"test-pass","rustbook":"test-fail","embedded-book":"test-pass"}
498d85dce32af9ad484db3eefe3882125bc20156	{"nomicon":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","miri":"test-pass","book":"test-pass","rls":"build-fail","cargo-miri":"test-fail","edition-guide":"test-pass","reference":"test-pass","embedded-book":"test-pass"}
48e11d475136cc2161215b068c1f6b3182116276	{"rls":"build-fail","book":"test-pass","embedded-book":"test-pass","reference":"test-pass","rustbook":"test-fail","miri":"test-pass","rust-by-example":"test-pass","cargo-miri":"test-fail","nomicon":"test-pass","edition-guide":"test-pass"}
b2b7c859c1aae39d26884e760201f5e6c7feeff9	{"embedded-book":"test-pass","rust-by-example":"test-pass","miri":"test-pass","rls":"build-fail","edition-guide":"test-pass","cargo-miri":"test-fail","reference":"test-pass","nomicon":"test-pass","book":"test-pass","rustbook":"test-fail"}
02f2287b996ea01548b6883541a46523d1328c51	{"miri":"test-pass","reference":"test-pass","rustbook":"test-fail","edition-guide":"test-pass","rls":"build-fail","book":"test-pass","cargo-miri":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","embedded-book":"test-pass"}
00513ad59a448859cc4810030cb61b6df99e0451	{"miri":"test-pass","rls":"test-pass","edition-guide":"test-pass","embedded-book":"test-pass","book":"test-pass","rust-by-example":"test-pass","cargo-miri":"test-fail","rustbook":"test-fail","nomicon":"test-pass","reference":"test-pass"}
027187094ee05011d6602f5742f550851ccc7fd6	{"cargo-miri":"test-fail","rls":"build-fail","edition-guide":"test-pass","book":"test-pass","reference":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","nomicon":"test-pass","miri":"test-pass","embedded-book":"test-pass"}
e742158ef5483b9cd756b193402329af3d4ba177	{"rls":"build-fail","miri":"test-pass","rustbook":"test-fail","nomicon":"test-pass","book":"test-pass","cargo-miri":"test-fail","embedded-book":"test-pass","rust-by-example":"test-pass","reference":"test-pass","edition-guide":"test-pass"}
1158367a6d60d3e2a8c68d6212a8007992b1dbf0	{"edition-guide":"test-pass","book":"test-pass","cargo-miri":"test-fail","rustbook":"test-fail","miri":"test-pass","embedded-book":"test-pass","reference":"test-pass","rust-by-example":"test-pass","nomicon":"test-pass","rls":"build-fail"}
f913a4fe901d6aeb84941fa06c17916d4e6d1dd7	{"rls":"build-fail","book":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","miri":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","nomicon":"test-pass","cargo-miri":"test-fail","reference":"test-pass"}
7c89e389d00cfc7e86ae7e1b45880da4f5f5c9f5	{"rls":"build-fail","book":"test-pass","reference":"test-pass","embedded-book":"test-pass","rustbook":"test-fail","edition-guide":"test-pass","cargo-miri":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","miri":"test-pass"}
7db08eeb0057de86ea2bdbd4c3a085cb8516b653	{"cargo-miri":"test-fail","book":"test-pass","rls":"build-fail","reference":"test-pass","edition-guide":"test-pass","rust-by-example":"test-pass","embedded-book":"test-pass","miri":"test-pass","nomicon":"test-pass","rustbook":"test-fail"}
